STUDY_ID	SAMPLE_ID	FERMT1	FERMT2	FERMT3
coadread_tcga_pan_can_atlas_2018	TCGA-F5-6863-01	0.5376	1.529	-0.6811
coadread_tcga_pan_can_atlas_2018	TCGA-F5-6864-01	-0.8562	1.5925	0.6827
coadread_tcga_pan_can_atlas_2018	TCGA-G5-6641-01	-0.1912	-1.5507	-0.7843
coadread_tcga_pan_can_atlas_2018	TCGA-3L-AA1B-01	0.9889	0.4422	0.1383
coadread_tcga_pan_can_atlas_2018	TCGA-4N-A93T-01	1.0265	-1.9326	-1.338
coadread_tcga_pan_can_atlas_2018	TCGA-4T-AA8H-01	-0.4583	-1.6338	-0.9995
coadread_tcga_pan_can_atlas_2018	TCGA-5M-AAT4-01	1.0525	-0.8161	-1.6803
coadread_tcga_pan_can_atlas_2018	TCGA-5M-AAT6-01	-1.644	0.6189	0.6672
coadread_tcga_pan_can_atlas_2018	TCGA-5M-AATE-01	2.0227	-0.4552	-1.4462
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2671-01	0.8507	0.543	0.4283
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2672-01	-0.4651	0.1061	0.8021
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2674-01	-0.5467	1.843	1.2562
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2675-01	0.8794	0.9836	0.6527
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2676-01	-1.8475	-0.174	0.8291
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2677-01	1.7255	-0.308	-1.5806
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2678-01	1.0654	0.4199	-0.467
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2679-01	-0.8784	-2.1911	0.887
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2680-01	0.4638	0.1561	0.5594
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2681-01	1.0226	0.8547	1.5626
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2682-01	0.0447	1.2708	-0.2973
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2683-01	0.7253	-1.9313	-0.3313
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2684-01	-0.1852	1.3218	0.7532
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2685-01	-0.0807	1.9477	1.1083
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2686-01	-1.1163	0.3282	1.1741
coadread_tcga_pan_can_atlas_2018	TCGA-A6-3807-01	0.6203	0.427	-0.4191
coadread_tcga_pan_can_atlas_2018	TCGA-A6-3808-01	-0.2034	1.5927	0.3141
coadread_tcga_pan_can_atlas_2018	TCGA-A6-3809-01	-1.4938	-0.1917	0.5501
coadread_tcga_pan_can_atlas_2018	TCGA-A6-3810-01	1.0365	1.1585	0.0472
coadread_tcga_pan_can_atlas_2018	TCGA-A6-4105-01	0.1381	0.401	0.5672
coadread_tcga_pan_can_atlas_2018	TCGA-A6-4107-01	0.1896	0.6911	0.3009
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5656-01	1.475	-0.3839	-1.1056
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5657-01	-0.5686	1.4041	0.4198
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5659-01	1.5305	0.6338	-1.047
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5660-01	0.2711	0.7903	-0.3258
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5661-01	0.2028	-0.1624	-0.7831
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5662-01	0.0203	0.7068	-1.6543
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5664-01	-0.7823	1.2951	0.646
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5665-01	-0.4004	-1.365	-0.5501
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5666-01	0.3731	-0.7814	1.0137
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5667-01	0.0666	0.599	-1.0753
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6137-01	1.5536	-0.3756	0.4738
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6138-01	0.4853	0.3688	1.0606
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6140-01	-0.2186	-0.8655	-0.7583
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6141-01	-0.4325	-0.3381	1.4492
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6142-01	1.339	0.883	0.2741
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6648-01	0.2303	0.0553	-0.039
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6649-01	0.4936	0.9645	0.9193
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6650-01	-0.3904	-0.4079	-1.1252
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6651-01	-0.206	2.1908	1.3147
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6652-01	0.5275	-1.0446	-1.7443
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6653-01	-1.2798	-0.3773	-0.4375
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6654-01	-0.105	1.4666	2.2224
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6780-01	0.0708	-1.2322	1.5244
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6781-01	-2.5589	1.6341	1.4407
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6782-01	0.2016	0.9733	0.5293
coadread_tcga_pan_can_atlas_2018	TCGA-A6-A565-01	-0.9175	1.1943	0.9641
coadread_tcga_pan_can_atlas_2018	TCGA-A6-A566-01	-0.8085	2.1536	1.559
coadread_tcga_pan_can_atlas_2018	TCGA-A6-A567-01	1.6155	0.7954	-1.8387
coadread_tcga_pan_can_atlas_2018	TCGA-A6-A56B-01	-0.2867	0.4102	-0.8046
coadread_tcga_pan_can_atlas_2018	TCGA-A6-A5ZU-01	0.6418	0.5316	3.2531
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3488-01	0.481	-0.8908	-0.4439
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3489-01	0.5768	1.398	1.2136
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3492-01	-0.2786	-0.2011	0.1212
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3494-01	2.2304	-0.2203	-0.6544
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3495-01	-0.0283	-0.0712	0.0355
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3496-01	-0.7169	0.256	1.987
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3502-01	-0.1477	-1.4976	-0.2233
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3506-01	-0.1658	0.3547	0.6627
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3510-01	0.5493	-0.485	0.5262
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3511-01	1.0542	0.6488	-0.627
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3514-01	-1.4323	-0.1193	1.2258
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3517-01	-1.0753	0.1413	0.7769
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3518-01	0.3251	-0.5921	0.2042
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3519-01	0.1549	-0.0179	-0.4747
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3520-01	-0.0674	1.088	0.2758
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3521-01	0.8669	0.22	0.0525
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3522-01	0.829	-0.6737	-0.3268
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3524-01	-0.0662	0.0602	-0.7678
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3525-01	-1.0249	-0.6228	-0.1275
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3526-01	0.2738	0.1185	-0.1431
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3527-01	-1.9867	-0.4005	1.3148
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3529-01	-0.6432	-0.1763	-0.5585
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3530-01	1.404	-0.2203	-0.3566
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3531-01	-1.5414	-1.3975	0.079
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3532-01	1.9854	0.7197	0.6008
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3534-01	0.0519	0.4245	-0.0423
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3538-01	-0.3275	0.7797	-0.387
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3542-01	-1.4461	-1.1128	-0.242
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3543-01	-0.6788	-0.288	0.9023
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3544-01	-0.3855	0.0461	1.1197
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3548-01	0.0949	-0.0246	0.3713
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3549-01	0.2184	0.0277	-0.1511
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3552-01	0.857	-0.2319	0.5191
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3553-01	-0.8087	0.425	0.2399
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3555-01	-0.482	0.5175	-0.7316
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3558-01	NA	NA	NA
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3560-01	0.8434	-0.1551	-1.7877
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3561-01	-1.133	0.1506	1.2535
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3655-01	0.3685	-0.2017	-0.2584
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3660-01	-0.0462	-0.0252	-0.401
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3663-01	0.0031	-0.4094	0.5069
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3664-01	-0.7077	-0.2902	-0.5973
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3666-01	0.3543	0.0751	0.035
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3667-01	0.2478	-1.3862	0.1334
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3673-01	1.8632	0.2168	0.2941
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3675-01	0.9529	-0.0261	2.1693
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3678-01	0.5954	0.0761	-0.0767
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3679-01	0.4833	0.1152	0.7381
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3680-01	-0.4773	0.0514	-0.0608
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3681-01	-1.5535	-0.2293	0.1281
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3684-01	-1.73	0.8518	1.8247
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3685-01	-0.3464	0.2038	0.3447
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3688-01	2.2905	-0.1562	-0.0979
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3692-01	1.3757	0.1977	0.6134
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3693-01	-0.9876	0.1758	-1.6583
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3695-01	-5.3964	0.8274	0.5419
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3696-01	0.1939	-0.2677	-1.3769
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3710-01	-0.7839	-0.069	0.7418
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3712-01	1.8891	0.8269	-0.3201
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3713-01	-1.5861	-0.1994	0.3758
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3715-01	-0.5071	0.3613	1.6781
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3811-01	0.3166	-0.2057	0.5013
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3812-01	-0.9401	0.5853	1.7157
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3814-01	-0.6155	0.9499	0.5602
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3818-01	1.0265	-0.2455	-0.7009
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3819-01	-0.1268	0.2192	-0.6484
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3821-01	-0.9001	0.3164	-0.485
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3831-01	-0.1658	0.1333	0.0347
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3833-01	-0.12	0.6964	0.4043
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3837-01	1.0074	-0.0153	-0.3118
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3841-01	-0.7776	-0.3561	0.9174
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3842-01	0.1649	0.7264	-0.3627
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3844-01	0.9642	-0.0488	-0.9963
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3845-01	0.8268	0.2296	-0.2604
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3846-01	1.5358	0.0958	-0.5851
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3848-01	0.1719	-0.8916	0.2954
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3850-01	-0.1245	0.3475	0.2113
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3851-01	-0.0551	0.1044	0.1935
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3852-01	-0.2812	0.5652	0.5594
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3854-01	0.4918	-0.3756	1.3738
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3855-01	-1.0492	0.0546	0.264
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3856-01	1.7346	-0.4759	0.344
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3858-01	1.2732	0.1514	0.014
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3864-01	0.5979	0.288	-0.7159
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3866-01	2.162	0.8203	1.3397
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3867-01	-0.0969	1.0912	-0.4947
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3869-01	0.9136	-0.0032	0.3004
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3870-01	-0.0594	0.898	0.5768
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3872-01	-0.7165	1.2168	0.6041
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3875-01	0.6615	-0.2359	0.3814
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3877-01	-0.7112	0.8312	0.1551
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3930-01	-0.7257	0.1298	0.062
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3939-01	0.7426	0.6553	-0.5895
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3941-01	1.4451	-0.6986	-0.8173
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3947-01	-0.0138	1.1244	-3.946
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3949-01	-0.9337	1.0517	0.8264
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3950-01	-0.9569	1.0956	0.6654
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3952-01	-0.9106	0.8349	-0.3252
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3955-01	0.2632	0.1635	-1.2313
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3956-01	1.013	0.333	-0.497
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3966-01	-1.7539	0.671	1.2445
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3968-01	1.738	0.9023	-0.3257
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3971-01	1.4084	-0.0491	0.3592
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3973-01	2.982	0.1674	-1.2508
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3975-01	0.0093	-0.1723	0.1894
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3976-01	1.3002	0.3884	-0.6894
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3977-01	0.4378	-0.1471	0.5436
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3979-01	1.3734	-1.0618	-2.0905
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3980-01	0.8752	-0.0571	-0.1176
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3982-01	1.8966	0.5056	0.2012
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3984-01	0.8361	0.4716	-0.3797
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3986-01	-0.184	-0.2108	1.6206
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3989-01	1.2642	0.0631	1.8553
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3994-01	0.0293	-0.0054	-0.6876
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A004-01	-2.3909	-0.5694	1.0041
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00A-01	0.5537	-0.0377	-0.1643
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00D-01	-1.6401	-0.5288	0.7404
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00E-01	-0.9419	-0.8059	0.55
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00F-01	-1.16	0.126	-0.2814
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00J-01	-0.4938	0.1448	-0.0044
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00K-01	0.4128	0.1924	-0.3335
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00L-01	1.3875	-0.8945	-1.4622
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00N-01	-0.6654	0.7898	0.9819
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00O-01	0.7205	0.7541	2.0636
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00Q-01	0.4809	-0.4907	-0.6484
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00R-01	-0.7802	-0.6404	1.1568
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00U-01	0.0692	-0.8402	-1.2405
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00W-01	0.3973	-1.5259	-0.4377
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00Z-01	1.2742	-0.3468	-0.4705
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A010-01	0.3475	-0.9179	-0.8551
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A017-01	1.1389	-0.0063	-0.5882
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01C-01	1.29	0.3678	-0.2658
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01D-01	-0.5384	0.8209	2.3526
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01F-01	-0.5566	-2.1777	-1.5452
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01G-01	0.9875	-1.2961	-1.1516
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01I-01	2.0263	-0.9032	-1.9892
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01K-01	-0.6572	0.911	-0.0913
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01P-01	-0.9101	0.7809	1.1537
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01Q-01	0.2754	-1.1409	0.0399
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01R-01	-2.1463	-1.6483	1.35
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01S-01	-0.0054	-2.8971	-0.8546
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01T-01	-0.3993	-1.9365	-0.8944
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01V-01	-0.3247	-1.3271	1.2124
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01X-01	1.4453	-0.0612	1.7167
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01Z-01	-0.1506	-1.252	-1.7146
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A022-01	-2.2115	-0.6347	0.4772
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A024-01	0.489	-1.8361	1.3563
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A029-01	0.6441	-1.8432	-1.3816
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02E-01	-0.0479	-0.7789	-0.4263
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02F-01	-0.7907	0.0973	-2.1005
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02H-01	0.0416	-0.4114	-0.715
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02J-01	1.5429	-1.4034	-1.5851
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02O-01	-0.1553	-1.4062	-0.0758
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02R-01	-0.5182	0.0865	0.9348
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02W-01	1.756	-0.1251	-1.2846
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02Y-01	0.6632	-3.1711	1.8222
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A03F-01	-0.5282	-2.242	0.0727
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A03J-01	-1.0717	-0.6739	0.4993
coadread_tcga_pan_can_atlas_2018	TCGA-AD-5900-01	0.1355	0.7467	0.2756
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6548-01	-0.3345	0.268	0.6086
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6888-01	-0.1064	-2.5462	-2.266
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6889-01	-1.6224	-1.0004	-1.0343
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6890-01	-0.8389	-0.3766	-0.3587
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6895-01	-0.1023	0.0403	-0.0729
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6899-01	1.1036	1.0853	0.9949
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6901-01	0.8579	0.721	1.019
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6963-01	0.7902	-1.1054	-0.3193
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6964-01	-0.5223	0.6673	1.8169
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6965-01	-0.9987	-0.2776	-0.8501
coadread_tcga_pan_can_atlas_2018	TCGA-AD-A5EJ-01	-0.3633	-0.0886	-0.5784
coadread_tcga_pan_can_atlas_2018	TCGA-AD-A5EK-01	0.9469	-0.3198	-1.278
coadread_tcga_pan_can_atlas_2018	TCGA-AM-5820-01	1.0143	1.1423	-1.0576
coadread_tcga_pan_can_atlas_2018	TCGA-AM-5821-01	1.6178	0.2784	-0.2798
coadread_tcga_pan_can_atlas_2018	TCGA-AU-3779-01	1.4799	0.2828	0.3294
coadread_tcga_pan_can_atlas_2018	TCGA-AU-6004-01	-1.0287	0.4187	0.6591
coadread_tcga_pan_can_atlas_2018	TCGA-AY-4070-01	-1.636	0.9186	-0.2704
coadread_tcga_pan_can_atlas_2018	TCGA-AY-4071-01	1.1261	0.2906	0.4195
coadread_tcga_pan_can_atlas_2018	TCGA-AY-5543-01	0.4732	-0.9171	-0.7636
coadread_tcga_pan_can_atlas_2018	TCGA-AY-6196-01	-1.8067	2.1747	2.1193
coadread_tcga_pan_can_atlas_2018	TCGA-AY-6197-01	-1.295	-0.7366	0.4874
coadread_tcga_pan_can_atlas_2018	TCGA-AY-6386-01	-0.5416	-1.1491	-0.4726
coadread_tcga_pan_can_atlas_2018	TCGA-AY-A54L-01	1.2875	-1.7808	-0.0065
coadread_tcga_pan_can_atlas_2018	TCGA-AY-A69D-01	1.7711	-0.1847	0.7663
coadread_tcga_pan_can_atlas_2018	TCGA-AY-A71X-01	0.1934	-2.3201	-0.9418
coadread_tcga_pan_can_atlas_2018	TCGA-AY-A8YK-01	0.9765	-0.6224	-0.8681
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4308-01	-2.1133	0.2392	0.6869
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4313-01	-0.6939	-0.8855	-1.2416
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4315-01	0.337	-0.0185	-0.3416
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4323-01	-2.9039	1.6396	1.7312
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4614-01	-0.3118	-1.7831	-1.0673
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4615-01	-1.2161	0.1988	0.4177
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4616-01	-0.3945	-0.3741	-0.7713
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4681-01	-0.4588	-2.2896	-1.826
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4682-01	-0.0041	0.0095	-0.7743
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4684-01	-0.4418	0.4756	0.0553
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-5403-01	0.4131	1.2828	-0.6212
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-5407-01	-0.0864	-0.7669	0.4322
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6598-01	-1.1643	-0.8972	0.0005
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6599-01	0.0537	-1.6522	-0.9068
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6600-01	0.0506	1.0312	0.5794
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6603-01	1.5457	0.72	0.2531
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6605-01	-1.2174	1.3549	0.8165
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6606-01	-1.4201	-0.9409	-1.7054
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6607-01	-0.8218	1.8907	2.5598
coadread_tcga_pan_can_atlas_2018	TCGA-CA-5254-01	0.1951	0.0427	-0.9208
coadread_tcga_pan_can_atlas_2018	TCGA-CA-5255-01	-0.08	-1.4688	-2.0917
coadread_tcga_pan_can_atlas_2018	TCGA-CA-5256-01	0.9875	0.1954	-0.0739
coadread_tcga_pan_can_atlas_2018	TCGA-CA-5796-01	-0.0605	-1.0483	-0.3987
coadread_tcga_pan_can_atlas_2018	TCGA-CA-5797-01	1.7871	0.5873	-0.4266
coadread_tcga_pan_can_atlas_2018	TCGA-CA-6715-01	1.5078	-0.6034	-1.9554
coadread_tcga_pan_can_atlas_2018	TCGA-CA-6716-01	0.5062	0.5518	1.5216
coadread_tcga_pan_can_atlas_2018	TCGA-CA-6717-01	-1.848	1.4392	1.1076
coadread_tcga_pan_can_atlas_2018	TCGA-CA-6718-01	-0.7512	0.4263	0.7833
coadread_tcga_pan_can_atlas_2018	TCGA-CA-6719-01	1.4009	1.3056	0.3774
coadread_tcga_pan_can_atlas_2018	TCGA-CK-4947-01	0.0387	0.5973	0.9465
coadread_tcga_pan_can_atlas_2018	TCGA-CK-4948-01	-0.6255	0.466	0.0693
coadread_tcga_pan_can_atlas_2018	TCGA-CK-4950-01	-0.0771	0.1567	0.3927
coadread_tcga_pan_can_atlas_2018	TCGA-CK-4951-01	-0.3406	0.6129	0.6655
coadread_tcga_pan_can_atlas_2018	TCGA-CK-4952-01	-1.0641	-0.8374	-0.7381
coadread_tcga_pan_can_atlas_2018	TCGA-CK-5912-01	1.5993	-0.205	1.1295
coadread_tcga_pan_can_atlas_2018	TCGA-CK-5913-01	-0.5141	0.2429	-0.3439
coadread_tcga_pan_can_atlas_2018	TCGA-CK-5914-01	-0.5532	-0.0179	-0.6416
